MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO)
17.11.2022 11:00 - 17.11.2022 12:00,0,0,0,0,0,0,2668,2668,2668
17.11.2022 12:00 - 17.11.2022 13:00,0,0,0,0,0,0,2665,2665,2665
17.11.2022 13:00 - 17.11.2022 14:00,0,0,0,0,0,0,2709,2709,2709
17.11.2022 14:00 - 17.11.2022 15:00,0,0,0,0,0,0,2891,2891,2891
17.11.2022 15:00 - 17.11.2022 16:00,0,0,0,0,0,0,2842,2842,2842
17.11.2022 16:00 - 17.11.2022 17:00,0,0,0,0,0,0,2857,2857,2857
17.11.2022 17:00 - 17.11.2022 18:00,0,0,0,0,0,0,2883,2883,2883
17.11.2022 18:00 - 17.11.2022 19:00,0,0,0,0,0,0,2912,2912,2912
17.11.2022 19:00 - 17.11.2022 20:00,0,0,0,0,0,0,2909,2909,2909
17.11.2022 20:00 - 17.11.2022 21:00,0,0,0,0,0,0,2872,2872,2872
17.11.2022 21:00 - 17.11.2022 22:00,0,0,0,0,0,0,2873,2873,2873
17.11.2022 22:00 - 17.11.2022 23:00,0,0,0,0,0,0,2894,2894,2894
17.11.2022 23:00 - 18.11.2022 00:00,0,0,0,0,0,0,2877,2877,2877
18.11.2022 00:00 - 18.11.2022 01:00,0,0,0,0,0,0,2853,2853,2853
18.11.2022 01:00 - 18.11.2022 02:00,0,0,0,0,0,0,2838,2838,2838
18.11.2022 02:00 - 18.11.2022 03:00,0,0,0,0,0,0,2893,2893,2893
18.11.2022 03:00 - 18.11.2022 04:00,0,0,0,0,0,0,2895,2895,2895
18.11.2022 04:00 - 18.11.2022 05:00,0,0,0,0,0,0,2863,2863,2863
18.11.2022 05:00 - 18.11.2022 06:00,0,0,0,0,0,0,2796,2796,2796
18.11.2022 06:00 - 18.11.2022 07:00,0,0,0,0,0,0,2845,2845,2845
18.11.2022 07:00 - 18.11.2022 08:00,0,0,0,0,0,0,2847,2847,2847
18.11.2022 08:00 - 18.11.2022 09:00,0,0,0,0,0,0,2796,2796,2796
18.11.2022 09:00 - 18.11.2022 10:00,0,0,0,0,0,0,2764,2764,2764
18.11.2022 10:00 - 18.11.2022 11:00,0,0,0,0,0,0,2870,2870,2870
18.11.2022 11:00 - 18.11.2022 12:00,0,0,0,0,0,0,2860,2860,2860
18.11.2022 12:00 - 18.11.2022 13:00,0,0,0,0,0,0,2864,2864,2864
18.11.2022 13:00 - 18.11.2022 14:00,0,0,0,0,0,0,2829,2829,2829
18.11.2022 14:00 - 18.11.2022 15:00,0,0,0,0,0,0,2897,2897,2897
18.11.2022 15:00 - 18.11.2022 16:00,0,0,0,0,0,0,2949,2949,2949
18.11.2022 16:00 - 18.11.2022 17:00,0,0,0,0,0,0,2900,2900,2900
18.11.2022 17:00 - 18.11.2022 18:00,0,0,0,0,0,0,2827,2827,2827
18.11.2022 18:00 - 18.11.2022 19:00,0,0,0,0,0,0,2757,2757,2757
18.11.2022 19:00 - 18.11.2022 20:00,0,0,0,0,0,0,2674,2674,2674
18.11.2022 20:00 - 18.11.2022 21:00,0,0,0,0,0,0,2576,2576,2576
18.11.2022 21:00 - 18.11.2022 22:00,0,0,0,0,0,0,2514,2514,2514
18.11.2022 22:00 - 18.11.2022 23:00,0,0,0,0,0,0,2472,2472,2472
18.11.2022 23:00 - 19.11.2022 00:00,0,0,0,0,0,0,2381,2381,2381
19.11.2022 00:00 - 19.11.2022 01:00,0,0,0,0,0,0,2284,2284,2284
19.11.2022 01:00 - 19.11.2022 02:00,0,0,0,0,0,0,2173,2173,2173
19.11.2022 02:00 - 19.11.2022 03:00,0,0,0,0,0,0,1967,1967,1967
19.11.2022 03:00 - 19.11.2022 04:00,0,0,0,0,0,0,1909,1909,1909
19.11.2022 04:00 - 19.11.2022 05:00,0,0,0,0,0,0,1924,1924,1924
19.11.2022 05:00 - 19.11.2022 06:00,0,0,0,0,0,0,1807,1807,1807
19.11.2022 06:00 - 19.11.2022 07:00,0,0,0,0,0,0,1799,1799,1799
19.11.2022 07:00 - 19.11.2022 08:00,0,0,0,0,0,0,1765,1765,1765
19.11.2022 08:00 - 19.11.2022 09:00,0,0,0,0,0,0,1738,1738,1738
19.11.2022 09:00 - 19.11.2022 10:00,0,0,0,0,0,0,1653,1653,1653
19.11.2022 10:00 - 19.11.2022 11:00,0,0,0,0,0,0,1517,1517,1517
19.11.2022 11:00 - 19.11.2022 12:00,0,0,0,0,0,0,1366,1366,1366
19.11.2022 12:00 - 19.11.2022 13:00,0,0,0,0,0,0,1320,1320,1320
19.11.2022 13:00 - 19.11.2022 14:00,0,0,0,0,0,0,1158,1158,1158
19.11.2022 14:00 - 19.11.2022 15:00,0,0,0,0,0,0,1071,1071,1071
19.11.2022 15:00 - 19.11.2022 16:00,0,0,0,0,0,0,1076,1076,1076
19.11.2022 16:00 - 19.11.2022 17:00,0,0,0,0,0,0,1234,1234,1234
19.11.2022 17:00 - 19.11.2022 18:00,0,0,0,0,0,0,1289,1289,1289
19.11.2022 18:00 - 19.11.2022 19:00,0,0,0,0,0,0,1381,1381,1381
19.11.2022 19:00 - 19.11.2022 20:00,0,0,0,0,0,0,1536,1536,1536
19.11.2022 20:00 - 19.11.2022 21:00,0,0,0,0,0,0,1694,1694,1694
19.11.2022 21:00 - 19.11.2022 22:00,0,0,0,0,0,0,1810,1810,1810
19.11.2022 22:00 - 19.11.2022 23:00,0,0,0,0,0,0,1970,1970,1970
19.11.2022 23:00 - 20.11.2022 00:00,0,0,0,0,0,0,2082,2082,2082
20.11.2022 00:00 - 20.11.2022 01:00,0,0,0,0,0,0,2146,2146,2146
20.11.2022 01:00 - 20.11.2022 02:00,0,0,0,0,0,0,2356,2356,2356
20.11.2022 02:00 - 20.11.2022 03:00,0,0,0,0,0,0,2503,2503,2503
20.11.2022 03:00 - 20.11.2022 04:00,0,0,0,0,0,0,2513,2513,2513
20.11.2022 04:00 - 20.11.2022 05:00,0,0,0,0,0,0,2550,2550,2550
20.11.2022 05:00 - 20.11.2022 06:00,0,0,0,0,0,0,2574,2574,2574
20.11.2022 06:00 - 20.11.2022 07:00,0,0,0,0,0,0,2608,2608,2608
20.11.2022 07:00 - 20.11.2022 08:00,0,0,0,0,0,0,2521,2521,2521
20.11.2022 08:00 - 20.11.2022 09:00,0,0,0,0,0,0,2422,2422,2422
20.11.2022 09:00 - 20.11.2022 10:00,0,0,0,0,0,0,2408,2408,2408
20.11.2022 10:00 - 20.11.2022 11:00,0,0,0,0,0,0,2220,2220,2220
20.11.2022 11:00 - 20.11.2022 12:00,0,0,0,0,0,0,2055,2055,2055
20.11.2022 12:00 - 20.11.2022 13:00,0,0,0,0,0,0,2030,2030,2030
20.11.2022 13:00 - 20.11.2022 14:00,0,0,0,0,0,0,1820,1820,1820
20.11.2022 14:00 - 20.11.2022 15:00,0,0,0,0,0,0,1705,1705,1705
20.11.2022 15:00 - 20.11.2022 16:00,0,0,0,0,0,0,1752,1752,1752
20.11.2022 16:00 - 20.11.2022 17:00,0,0,0,0,0,0,1779,1779,1779
20.11.2022 17:00 - 20.11.2022 18:00,0,0,0,0,0,0,1854,1854,1854
20.11.2022 18:00 - 20.11.2022 19:00,0,0,0,0,0,0,1858,1858,1858
20.11.2022 19:00 - 20.11.2022 20:00,0,0,0,0,0,0,1788,1788,1788
20.11.2022 20:00 - 20.11.2022 21:00,0,0,0,0,0,0,1816,1816,1816
20.11.2022 21:00 - 20.11.2022 22:00,0,0,0,0,0,0,1756,1756,1756
20.11.2022 22:00 - 20.11.2022 23:00,0,0,0,0,0,0,1684,1684,1684
20.11.2022 23:00 - 21.11.2022 00:00,0,0,0,0,0,0,1644,1644,1644
21.11.2022 00:00 - 21.11.2022 01:00,0,0,0,0,0,0,1540,1540,1540
21.11.2022 01:00 - 21.11.2022 02:00,0,0,0,0,0,0,1577,1577,1577
21.11.2022 02:00 - 21.11.2022 03:00,0,0,0,0,0,0,1624,1624,1624
21.11.2022 03:00 - 21.11.2022 04:00,0,0,0,0,0,0,1742,1742,1742
21.11.2022 04:00 - 21.11.2022 05:00,0,0,0,0,0,0,1894,1894,1894
21.11.2022 05:00 - 21.11.2022 06:00,0,0,0,0,0,0,1958,1958,1958
21.11.2022 06:00 - 21.11.2022 07:00,0,0,0,0,0,0,2048,2048,2048
21.11.2022 07:00 - 21.11.2022 08:00,0,0,0,0,0,0,2127,2127,2127
21.11.2022 08:00 - 21.11.2022 09:00,0,0,0,0,0,0,2090,2090,2090
21.11.2022 09:00 - 21.11.2022 10:00,0,0,0,0,0,0,2193,2193,2193
21.11.2022 10:00 - 21.11.2022 11:00,0,0,0,0,0,0,2429,2429,2429
21.11.2022 11:00 - 21.11.2022 12:00,0,0,0,0,0,0,2449,2449,2449
21.11.2022 12:00 - 21.11.2022 13:00,0,0,0,0,0,0,2582,2582,2582
21.11.2022 13:00 - 21.11.2022 14:00,0,0,0,0,0,0,2543,2543,2543
21.11.2022 14:00 - 21.11.2022 15:00,0,0,0,0,0,0,2602,2602,2602
21.11.2022 15:00 - 21.11.2022 16:00,0,0,0,0,0,0,2658,2658,2658
21.11.2022 16:00 - 21.11.2022 17:00,0,0,0,0,0,0,2769,2769,2769
21.11.2022 17:00 - 21.11.2022 18:00,0,0,0,0,0,0,2815,2815,2815
21.11.2022 18:00 - 21.11.2022 19:00,0,0,0,0,0,0,2807,2807,2807
21.11.2022 19:00 - 21.11.2022 20:00,0,0,0,0,0,0,2862,2862,2862
21.11.2022 20:00 - 21.11.2022 21:00,0,0,0,0,0,0,2900,2900,2900
21.11.2022 21:00 - 21.11.2022 22:00,0,0,0,0,0,0,2854,2854,2854
21.11.2022 22:00 - 21.11.2022 23:00,0,0,0,0,0,0,2824,2824,2824
21.11.2022 23:00 - 22.11.2022 00:00,0,0,0,0,0,0,2808,2808,2808
22.11.2022 00:00 - 22.11.2022 01:00,0,0,0,0,0,0,2823,2823,2823
22.11.2022 01:00 - 22.11.2022 02:00,0,0,0,0,0,0,2915,2915,2915
22.11.2022 02:00 - 22.11.2022 03:00,0,0,0,0,0,0,3047,3047,3047
22.11.2022 03:00 - 22.11.2022 04:00,0,0,0,0,0,0,3067,3067,3067
22.11.2022 04:00 - 22.11.2022 05:00,0,0,0,0,0,0,3162,3162,3162
22.11.2022 05:00 - 22.11.2022 06:00,0,0,0,0,0,0,3198,3198,3198
22.11.2022 06:00 - 22.11.2022 07:00,0,0,0,0,0,0,3324,3324,3324
22.11.2022 07:00 - 22.11.2022 08:00,0,0,0,0,0,0,3377,3377,3377
22.11.2022 08:00 - 22.11.2022 09:00,0,0,0,0,0,0,3294,3294,3294
22.11.2022 09:00 - 22.11.2022 10:00,0,0,0,0,0,0,3276,3276,3276
22.11.2022 10:00 - 22.11.2022 11:00,0,0,0,0,0,0,3304,3304,3304
22.11.2022 11:00 - 22.11.2022 12:00,0,0,0,0,0,0,3313,3313,3313
22.11.2022 12:00 - 22.11.2022 13:00,0,0,0,0,0,0,3313,3313,3313
22.11.2022 13:00 - 22.11.2022 14:00,0,0,0,0,0,0,3322,3322,3322
22.11.2022 14:00 - 22.11.2022 15:00,0,0,0,0,0,0,3319,3319,3319
22.11.2022 15:00 - 22.11.2022 16:00,0,0,0,0,0,0,3346,3346,3346
22.11.2022 16:00 - 22.11.2022 17:00,0,0,0,0,0,0,3417,3417,3417
22.11.2022 17:00 - 22.11.2022 18:00,0,0,0,0,0,0,3494,3494,3494
22.11.2022 18:00 - 22.11.2022 19:00,0,0,0,0,0,0,3565,3565,3565
22.11.2022 19:00 - 22.11.2022 20:00,0,0,0,0,0,0,3635,3635,3635
22.11.2022 20:00 - 22.11.2022 21:00,0,0,0,0,0,0,3681,3681,3681
22.11.2022 21:00 - 22.11.2022 22:00,0,0,0,0,0,0,3705,3705,3705
22.11.2022 22:00 - 22.11.2022 23:00,0,0,0,0,0,0,3724,3724,3724
22.11.2022 23:00 - 23.11.2022 00:00,0,0,0,0,0,0,3713,3713,3713
23.11.2022 00:00 - 23.11.2022 01:00,0,0,0,0,0,0,3819,3819,3819
23.11.2022 01:00 - 23.11.2022 02:00,0,0,0,0,0,0,3887,3887,3887
23.11.2022 02:00 - 23.11.2022 03:00,0,0,0,0,0,0,3904,3904,3904
23.11.2022 03:00 - 23.11.2022 04:00,0,0,0,0,0,0,3878,3878,3878
23.11.2022 04:00 - 23.11.2022 05:00,0,0,0,0,0,0,3905,3905,3905
23.11.2022 05:00 - 23.11.2022 06:00,0,0,0,0,0,0,3910,3910,3910
23.11.2022 06:00 - 23.11.2022 07:00,0,0,0,0,0,0,3886,3886,3886
23.11.2022 07:00 - 23.11.2022 08:00,0,0,0,0,0,0,3824,3824,3824
23.11.2022 08:00 - 23.11.2022 09:00,0,0,0,0,0,0,3711,3711,3711
23.11.2022 09:00 - 23.11.2022 10:00,0,0,0,0,0,0,3693,3693,3693
23.11.2022 10:00 - 23.11.2022 11:00,0,0,0,0,0,0,3687,3687,3687
23.11.2022 11:00 - 23.11.2022 12:00,0,0,0,0,0,0,3706,3706,3706
23.11.2022 12:00 - 23.11.2022 13:00,0,0,0,0,0,0,3569,3569,3569
23.11.2022 13:00 - 23.11.2022 14:00,0,0,0,0,0,0,3639,3639,3639
23.11.2022 14:00 - 23.11.2022 15:00,0,0,0,0,0,0,3612,3612,3612
23.11.2022 15:00 - 23.11.2022 16:00,0,0,0,0,0,0,3682,3682,3682
23.11.2022 16:00 - 23.11.2022 17:00,0,0,0,0,0,0,3693,3693,3693
23.11.2022 17:00 - 23.11.2022 18:00,0,0,0,0,0,0,3766,3766,3766
23.11.2022 18:00 - 23.11.2022 19:00,0,0,0,0,0,0,3840,3840,3840
23.11.2022 19:00 - 23.11.2022 20:00,0,0,0,0,0,0,3917,3917,3917
23.11.2022 20:00 - 23.11.2022 21:00,0,0,0,0,0,0,3903,3903,3903
23.11.2022 21:00 - 23.11.2022 22:00,0,0,0,0,0,0,3891,3891,3891
23.11.2022 22:00 - 23.11.2022 23:00,0,0,0,0,0,0,3889,3889,3889
23.11.2022 23:00 - 24.11.2022 00:00,0,0,0,0,0,0,3960,3960,3960
24.11.2022 00:00 - 24.11.2022 01:00,0,0,0,0,0,0,3987,3987,3987
24.11.2022 01:00 - 24.11.2022 02:00,0,0,0,0,0,0,4009,4009,4009
24.11.2022 02:00 - 24.11.2022 03:00,0,0,0,0,0,0,4020,4020,4020
24.11.2022 03:00 - 24.11.2022 04:00,0,0,0,0,0,0,4028,4028,4028
24.11.2022 04:00 - 24.11.2022 05:00,0,0,0,0,0,0,3968,3968,3968
24.11.2022 05:00 - 24.11.2022 06:00,0,0,0,0,0,0,3954,3954,3954
24.11.2022 06:00 - 24.11.2022 07:00,0,0,0,0,0,0,3897,3897,3897
24.11.2022 07:00 - 24.11.2022 08:00,0,0,0,0,0,0,3816,3816,3816
24.11.2022 08:00 - 24.11.2022 09:00,0,0,0,0,0,0,3684,3684,3684
24.11.2022 09:00 - 24.11.2022 10:00,0,0,0,0,0,0,3677,3677,3677
24.11.2022 10:00 - 24.11.2022 11:00,0,0,0,0,0,0,3662,3662,3662
24.11.2022 11:00 - 24.11.2022 12:00,0,0,0,0,0,0,3518,3518,3518
24.11.2022 12:00 - 24.11.2022 13:00,0,0,0,0,0,0,3368,3368,3368
24.11.2022 13:00 - 24.11.2022 14:00,0,0,0,0,0,0,3343,3343,3343
24.11.2022 14:00 - 24.11.2022 15:00,0,0,0,0,0,0,3261,3261,3261
24.11.2022 15:00 - 24.11.2022 16:00,0,0,0,0,0,0,3206,3206,3206
24.11.2022 16:00 - 24.11.2022 17:00,0,0,0,0,0,0,3266,3266,3266
24.11.2022 17:00 - 24.11.2022 18:00,0,0,0,0,0,0,3248,3248,3248
24.11.2022 18:00 - 24.11.2022 19:00,0,0,0,0,0,0,3264,3264,3264
24.11.2022 19:00 - 24.11.2022 20:00,0,0,0,0,0,0,3296,3296,3296
24.11.2022 20:00 - 24.11.2022 21:00,0,0,0,0,0,0,3315,3315,3315
24.11.2022 21:00 - 24.11.2022 22:00,0,0,0,0,0,0,3337,3337,3337
24.11.2022 22:00 - 24.11.2022 23:00,0,0,0,0,0,0,3284,3284,3284
24.11.2022 23:00 - 25.11.2022 00:00,0,0,0,0,0,0,3272,3272,3272
25.11.2022 00:00 - 25.11.2022 01:00,0,0,0,0,0,0,3329,3329,3329
25.11.2022 01:00 - 25.11.2022 02:00,0,0,0,0,0,0,3392,3392,3392
25.11.2022 02:00 - 25.11.2022 03:00,0,0,0,0,0,0,3363,3363,3363
25.11.2022 03:00 - 25.11.2022 04:00,0,0,0,0,0,0,3409,3409,3409
25.11.2022 04:00 - 25.11.2022 05:00,0,0,0,0,0,0,3433,3433,3433
25.11.2022 05:00 - 25.11.2022 06:00,0,0,0,0,0,0,3430,3430,3430
25.11.2022 06:00 - 25.11.2022 07:00,0,0,0,0,0,0,3428,3428,3428
25.11.2022 07:00 - 25.11.2022 08:00,0,0,0,0,0,0,3374,3374,3374
25.11.2022 08:00 - 25.11.2022 09:00,0,0,0,0,0,0,3351,3351,3351
25.11.2022 09:00 - 25.11.2022 10:00,0,0,0,0,0,0,3323,3323,3323
25.11.2022 10:00 - 25.11.2022 11:00,0,0,0,0,0,0,3307,3307,3307
25.11.2022 11:00 - 25.11.2022 12:00,0,0,0,0,0,0,3255,3255,3255
25.11.2022 12:00 - 25.11.2022 13:00,0,0,0,0,0,0,3190,3190,3190
25.11.2022 13:00 - 25.11.2022 14:00,0,0,0,0,0,0,3112,3112,3112
25.11.2022 14:00 - 25.11.2022 15:00,0,0,0,0,0,0,3021,3021,3021
25.11.2022 15:00 - 25.11.2022 16:00,0,0,0,0,0,0,2959,2959,2959
25.11.2022 16:00 - 25.11.2022 17:00,0,0,0,0,0,0,2934,2934,2934
25.11.2022 17:00 - 25.11.2022 18:00,0,0,0,0,0,0,2873,2873,2873
25.11.2022 18:00 - 25.11.2022 19:00,0,0,0,0,0,0,2853,2853,2853
25.11.2022 19:00 - 25.11.2022 20:00,0,0,0,0,0,0,2747,2747,2747
25.11.2022 20:00 - 25.11.2022 21:00,0,0,0,0,0,0,2701,2701,2701
25.11.2022 21:00 - 25.11.2022 22:00,0,0,0,0,0,0,2578,2578,2578
25.11.2022 22:00 - 25.11.2022 23:00,0,0,0,0,0,0,2459,2459,2459
25.11.2022 23:00 - 26.11.2022 00:00,0,0,0,0,0,0,2355,2355,2355
26.11.2022 00:00 - 26.11.2022 01:00,0,0,0,0,0,0,2244,2244,2244
26.11.2022 01:00 - 26.11.2022 02:00,0,0,0,0,0,0,2161,2161,2161
26.11.2022 02:00 - 26.11.2022 03:00,0,0,0,0,0,0,2166,2166,2166
26.11.2022 03:00 - 26.11.2022 04:00,0,0,0,0,0,0,2137,2137,2137
26.11.2022 04:00 - 26.11.2022 05:00,0,0,0,0,0,0,2104,2104,2104
26.11.2022 05:00 - 26.11.2022 06:00,0,0,0,0,0,0,2058,2058,2058
26.11.2022 06:00 - 26.11.2022 07:00,0,0,0,0,0,0,2031,2031,2031
26.11.2022 07:00 - 26.11.2022 08:00,0,0,0,0,0,0,1983,1983,1983
26.11.2022 08:00 - 26.11.2022 09:00,0,0,0,0,0,0,2030,2030,2030
26.11.2022 09:00 - 26.11.2022 10:00,0,0,0,0,0,0,2052,2052,2052
26.11.2022 10:00 - 26.11.2022 11:00,0,0,0,0,0,0,1975,1975,1975
26.11.2022 11:00 - 26.11.2022 12:00,0,0,0,0,0,0,1968,1968,1968
26.11.2022 12:00 - 26.11.2022 13:00,0,0,0,0,0,0,1871,1871,1871
26.11.2022 13:00 - 26.11.2022 14:00,0,0,0,0,0,0,1770,1770,1770
26.11.2022 14:00 - 26.11.2022 15:00,0,0,0,0,0,0,1785,1785,1785
26.11.2022 15:00 - 26.11.2022 16:00,0,0,0,0,0,0,1837,1837,1837
26.11.2022 16:00 - 26.11.2022 17:00,0,0,0,0,0,0,2049,2049,2049
26.11.2022 17:00 - 26.11.2022 18:00,0,0,0,0,0,0,2155,2155,2155
26.11.2022 18:00 - 26.11.2022 19:00,0,0,0,0,0,0,2263,2263,2263
26.11.2022 19:00 - 26.11.2022 20:00,0,0,0,0,0,0,2401,2401,2401
26.11.2022 20:00 - 26.11.2022 21:00,0,0,0,0,0,0,2577,2577,2577
26.11.2022 21:00 - 26.11.2022 22:00,0,0,0,0,0,0,2678,2678,2678
26.11.2022 22:00 - 26.11.2022 23:00,0,0,0,0,0,0,2782,2782,2782
26.11.2022 23:00 - 27.11.2022 00:00,0,0,0,0,0,0,2928,2928,2928
27.11.2022 00:00 - 27.11.2022 01:00,0,0,0,0,0,0,2971,2971,2971
27.11.2022 01:00 - 27.11.2022 02:00,0,0,0,0,0,0,2961,2961,2961
27.11.2022 02:00 - 27.11.2022 03:00,0,0,0,0,0,0,3039,3039,3039
27.11.2022 03:00 - 27.11.2022 04:00,0,0,0,0,0,0,3098,3098,3098
27.11.2022 04:00 - 27.11.2022 05:00,0,0,0,0,0,0,3206,3206,3206
27.11.2022 05:00 - 27.11.2022 06:00,0,0,0,0,0,0,3272,3272,3272
27.11.2022 06:00 - 27.11.2022 07:00,0,0,0,0,0,0,3393,3393,3393
27.11.2022 07:00 - 27.11.2022 08:00,0,0,0,0,0,0,3444,3444,3444
27.11.2022 08:00 - 27.11.2022 09:00,0,0,0,0,0,0,3478,3478,3478
27.11.2022 09:00 - 27.11.2022 10:00,0,0,0,0,0,0,3479,3479,3479
27.11.2022 10:00 - 27.11.2022 11:00,0,0,0,0,0,0,3489,3489,3489
27.11.2022 11:00 - 27.11.2022 12:00,0,0,0,0,0,0,3494,3494,3494
27.11.2022 12:00 - 27.11.2022 13:00,0,0,0,0,0,0,3546,3546,3546
27.11.2022 13:00 - 27.11.2022 14:00,0,0,0,0,0,0,3550,3550,3550
27.11.2022 14:00 - 27.11.2022 15:00,0,0,0,0,0,0,3598,3598,3598
27.11.2022 15:00 - 27.11.2022 16:00,0,0,0,0,0,0,3591,3591,3591
27.11.2022 16:00 - 27.11.2022 17:00,0,0,0,0,0,0,3561,3561,3561
27.11.2022 17:00 - 27.11.2022 18:00,0,0,0,0,0,0,3439,3439,3439
27.11.2022 18:00 - 27.11.2022 19:00,0,0,0,0,0,0,3391,3391,3391
27.11.2022 19:00 - 27.11.2022 20:00,0,0,0,0,0,0,3358,3358,3358
27.11.2022 20:00 - 27.11.2022 21:00,0,0,0,0,0,0,3312,3312,3312
27.11.2022 21:00 - 27.11.2022 22:00,0,0,0,0,0,0,3240,3240,3240
27.11.2022 22:00 - 27.11.2022 23:00,0,0,0,0,0,0,3227,3227,3227
27.11.2022 23:00 - 28.11.2022 00:00,0,0,0,0,0,0,3234,3234,3234
28.11.2022 00:00 - 28.11.2022 01:00,0,0,0,0,0,0,3278,3278,3278
28.11.2022 01:00 - 28.11.2022 02:00,0,0,0,0,0,0,3161,3161,3161
28.11.2022 02:00 - 28.11.2022 03:00,0,0,0,0,0,0,3043,3043,3043
28.11.2022 03:00 - 28.11.2022 04:00,0,0,0,0,0,0,3014,3014,3014
28.11.2022 04:00 - 28.11.2022 05:00,0,0,0,0,0,0,2933,2933,2933
28.11.2022 05:00 - 28.11.2022 06:00,0,0,0,0,0,0,2888,2888,2888
28.11.2022 06:00 - 28.11.2022 07:00,0,0,0,0,0,0,2846,2846,2846
28.11.2022 07:00 - 28.11.2022 08:00,0,0,0,0,0,0,2765,2765,2765
28.11.2022 08:00 - 28.11.2022 09:00,0,0,0,0,0,0,2747,2747,2747
28.11.2022 09:00 - 28.11.2022 10:00,0,0,0,0,0,0,2817,2817,2817
28.11.2022 10:00 - 28.11.2022 11:00,0,0,0,0,0,0,2804,2804,2804
28.11.2022 11:00 - 28.11.2022 12:00,0,0,0,0,0,0,2732,2732,2732
28.11.2022 12:00 - 28.11.2022 13:00,0,0,0,0,0,0,2801,2801,2801
28.11.2022 13:00 - 28.11.2022 14:00,0,0,0,0,0,0,2825,2825,2825
28.11.2022 14:00 - 28.11.2022 15:00,0,0,0,0,0,0,2820,2820,2820
28.11.2022 15:00 - 28.11.2022 16:00,0,0,0,0,0,0,2856,2856,2856
28.11.2022 16:00 - 28.11.2022 17:00,0,0,0,0,0,0,2900,2900,2900
28.11.2022 17:00 - 28.11.2022 18:00,0,0,0,0,0,0,2889,2889,2889
28.11.2022 18:00 - 28.11.2022 19:00,0,0,0,0,0,0,2963,2963,2963
28.11.2022 19:00 - 28.11.2022 20:00,0,0,0,0,0,0,2939,2939,2939
28.11.2022 20:00 - 28.11.2022 21:00,0,0,0,0,0,0,2890,2890,2890
28.11.2022 21:00 - 28.11.2022 22:00,0,0,0,0,0,0,2934,2934,2934
28.11.2022 22:00 - 28.11.2022 23:00,0,0,0,0,0,0,2907,2907,2907
28.11.2022 23:00 - 29.11.2022 00:00,0,0,0,0,0,0,2918,2918,2918
29.11.2022 00:00 - 29.11.2022 01:00,0,0,0,0,0,0,2987,2987,2987
29.11.2022 01:00 - 29.11.2022 02:00,0,0,0,0,0,0,2974,2974,2974
29.11.2022 02:00 - 29.11.2022 03:00,0,0,0,0,0,0,2952,2952,2952
29.11.2022 03:00 - 29.11.2022 04:00,0,0,0,0,0,0,2907,2907,2907
29.11.2022 04:00 - 29.11.2022 05:00,0,0,0,0,0,0,2825,2825,2825
29.11.2022 05:00 - 29.11.2022 06:00,0,0,0,0,0,0,2738,2738,2738
29.11.2022 06:00 - 29.11.2022 07:00,0,0,0,0,0,0,2647,2647,2647
29.11.2022 07:00 - 29.11.2022 08:00,0,0,0,0,0,0,2586,2586,2586
29.11.2022 08:00 - 29.11.2022 09:00,0,0,0,0,0,0,2394,2394,2394
29.11.2022 09:00 - 29.11.2022 10:00,0,0,0,0,0,0,2338,2338,2338
29.11.2022 10:00 - 29.11.2022 11:00,0,0,0,0,0,0,2257,2257,2257
29.11.2022 11:00 - 29.11.2022 12:00,0,0,0,0,0,0,2127,2127,2127
29.11.2022 12:00 - 29.11.2022 13:00,0,0,0,0,0,0,2193,2193,2193
29.11.2022 13:00 - 29.11.2022 14:00,0,0,0,0,0,0,2055,2055,2055
29.11.2022 14:00 - 29.11.2022 15:00,0,0,0,0,0,0,1971,1971,1971
29.11.2022 15:00 - 29.11.2022 16:00,0,0,0,0,0,0,1836,1836,1836
29.11.2022 16:00 - 29.11.2022 17:00,0,0,0,0,0,0,1707,1707,1707
29.11.2022 17:00 - 29.11.2022 18:00,0,0,0,0,0,0,1595,1595,1595
29.11.2022 18:00 - 29.11.2022 19:00,0,0,0,0,0,0,1510,1510,1510
29.11.2022 19:00 - 29.11.2022 20:00,0,0,0,0,0,0,1473,1473,1473
29.11.2022 20:00 - 29.11.2022 21:00,0,0,0,0,0,0,1388,1388,1388
29.11.2022 21:00 - 29.11.2022 22:00,0,0,0,0,0,0,1419,1419,1419
29.11.2022 22:00 - 29.11.2022 23:00,0,0,0,0,0,0,1455,1455,1455
29.11.2022 23:00 - 30.11.2022 00:00,0,0,0,0,0,0,1448,1448,1448
30.11.2022 00:00 - 30.11.2022 01:00,0,0,0,0,0,0,1388,1388,1388
30.11.2022 01:00 - 30.11.2022 02:00,0,0,0,0,0,0,1279,1279,1279
30.11.2022 02:00 - 30.11.2022 03:00,0,0,0,0,0,0,1230,1230,1230
